Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"D Lu, Y Fang","Audi-exchange: AI-guided hand-based actions to assist human-human interactions for the blind and the visually impaired",2021,"… Conference on Computer Vision","openaccess.thecvf.com","http://openaccess.thecvf.com/content/ICCV2021W/ACVR/html/Lu_Audi-Exchange_AI-Guided_Hand-Based_Actions_To_Assist_Human-Human_Interactions_for_the_ICCVW_2021_paper.html","https://scholar.google.com/scholar?cites=13901144880586664420&as_sdt=2005&sciodt=2007&hl=en",179,"2024-09-18 20:22:10","","","","",,,,,2,0.67,1,2,3,"… Silicon eyes: Gps-gsm based navigation assistant for visually impaired using capacitive touch braille keypad and smart sms facility. In 2013 World Congress on Computer and …","https://openaccess.thecvf.com/content/ICCV2021W/ACVR/papers/Lu_Audi-Exchange_AI-Guided_Hand-Based_Actions_To_Assist_Human-Human_Interactions_for_the_ICCVW_2021_paper.pdf","https://scholar.google.com/scholar?q=related:5KmbEp7J6sAJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
95,"B Li, JP Munoz, X Rong, J Xiao, Y Tian…","ISANA: wearable context-aware indoor assistive navigation with obstacle avoidance for the blind",2016,"Computer Vision–ECCV …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-48881-3_31","https://scholar.google.com/scholar?cites=2328134858748229628&as_sdt=2005&sciodt=2007&hl=en",180,"2024-09-18 20:22:10","","10.1007/978-3-319-48881-3_31","","",,,,,95,11.88,16,6,8,"… navigation capabilities of people with mobility impairments, especially the blind and the visually impaired… feedback system generates cues to guide the user (visually impaired) along the …","https://xrong.org/publications/acvr16.pdf","https://scholar.google.com/scholar?q=related:_HfkrFEyTyAJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
10,"V Filipe, N Faria, H Paredes, H Fernandes…","Assisted guidance for the blind using the Kinect device",2016,"Proceedings of the 7th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3019943.3019946","https://scholar.google.com/scholar?cites=6477331193968946861&as_sdt=2005&sciodt=2007&hl=en",181,"2024-09-18 20:22:10","","10.1145/3019943.3019946","","",,,,,10,1.25,2,5,8,"… , several guidance systems for blind and visually impaired … provide a solution to assist blind people in mobility tasks such as … for indoor navigation is the use of computer vision since a …","","https://scholar.google.com/scholar?q=related:rW4TDWca5FkJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
5,"PDS Fink, SA Doore, X Lin, M Maring, P Zhao…","The Autonomous Vehicle Assistant (AVA): Emerging technology design supporting blind and visually impaired travelers in autonomous transportation",2023,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1071581923001349","https://scholar.google.com/scholar?cites=12428446827547915195&as_sdt=2005&sciodt=2007&hl=en",182,"2024-09-18 20:22:10","","","","",,,,,5,5.00,1,6,1,"… AVA leverages a unique combination of computer vision and smartphone-based accessibility features to seamlessly assist BVI passengers during pre-journey planning, travel to pick-up …","","https://scholar.google.com/scholar?q=related:u_PSeYq2eqwJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"M Shidore, S Kakurle, M Shetkar, M Kapshe…","Eye for Blind: A Deep Learning-Based Sensory Navigation System for the Blind",2023,"… Conference on ICT for …","Springer","https://link.springer.com/chapter/10.1007/978-981-99-6568-7_21","",183,"2024-09-18 20:22:10","","10.1007/978-981-99-6568-7_21","","",,,,,0,0.00,0,5,1,"… a system that can assist the visually impaired. Our “Eye for Blind” system uses a CNN to detect objects and provides audio feedback to users, allowing them to navigate and interact with …","","https://scholar.google.com/scholar?q=related:Z9Opyv2mylAJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
16,"C Mai, D Xie, L Zeng, Z Li, Z Li, Z Qiao, Y Qu, G Liu, L Li","Laser Sensing and Vision Sensing Smart Blind Cane: A Review",2023,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/23/2/869","https://scholar.google.com/scholar?cites=6428230180184908438&as_sdt=2005&sciodt=2007&hl=en",184,"2024-09-18 20:22:10","HTML","","","",,,,,16,16.00,2,9,1,"… safe and efficient travel guarantee for the visually impaired. … , the visually impaired usually use the blind track, guide dog, … with robot cane mode and ordinary mode, the visually impaired …","https://www.mdpi.com/1424-8220/23/2/869","https://scholar.google.com/scholar?q=related:luJdaEqpNVkJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
56,"S Treuillet, E Royer","Outdoor/indoor vision-based localization for blind pedestrian navigation assistance",2010,"International journal of Image and Graphics","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0219467810003937","https://scholar.google.com/scholar?cites=10070427943119449921&as_sdt=2005&sciodt=2007&hl=en",185,"2024-09-18 20:22:10","","10.1142/S0219467810003937","","",,,,,56,4.00,28,2,14,"… -based solution derived from the autonomous navigation of wheeled robots to assist the visually impaired in their everyday movements outdoors as well as indoors. This computer vision…","https://hal.science/hal-00648507/file/IJIG-D-08-00049VF.pdf","https://scholar.google.com/scholar?q=related:QW_N3dtYwYsJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
188,"DH Warren, ER Strelow","Electronic spatial sensing for the blind: contributions from perception, rehabilitation, and computer vision",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=rLvwCAAAQBAJ&oi=fnd&pg=PR11&dq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&ots=huJMiSVv-Z&sig=DL0s2SDKEUOUutVnoC9fWGkV1FA","https://scholar.google.com/scholar?cites=7066344720185038326&as_sdt=2005&sciodt=2007&hl=en",186,"2024-09-18 20:22:10","BOOK","","","",,,,,188,17.09,94,2,11,"… 10-14, 1984, we held a Research Workshop at the Lake Arrowhead Conference Center, California, bringing togeth er leaders in the field of electronic spatial sensors for the blind from …","","https://scholar.google.com/scholar?q=related:9hUWexWzEGIJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
18,"S Durgadevi, K Thirupurasundari…","Smart machine learning system for blind assistance",2020,"… on Power, Energy …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9337031/","https://scholar.google.com/scholar?cites=8910090447011711798&as_sdt=2005&sciodt=2007&hl=en",187,"2024-09-18 20:22:10","","","","",,,,,18,4.50,6,3,4,"… life, people with visually impaired suffer … blind stick along with raspberry pi unit in it [4-6].Over past decades there were many methods such as blind stick, guide dogs etc for their mobility …","","https://scholar.google.com/scholar?q=related:Ngu8yg0Ap3sJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
8,"S Vorapatratorn, A Suchato…","Fast obstacle detection system for the blind using depth image and machine learning.",2021,"Engineering &Applied …","thaiscience.info","https://www.thaiscience.info/Journals/Article/EASR/10994221.pdf","https://scholar.google.com/scholar?cites=8263967165355030993&as_sdt=2005&sciodt=2007&hl=en",188,"2024-09-18 20:22:10","PDF","","","",,,,,8,2.67,3,3,3,"… blind and 246 million have low vision [1]. Long canes and guide dogs are famous mobility tools utilized by the visually … However, we would like to thank the blind and visually impaired …","https://www.thaiscience.info/Journals/Article/EASR/10994221.pdf","https://scholar.google.com/scholar?q=related:0Xl6PlqCr3IJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
13,"BL Due, R Kupers, SB Lange…","Technology enhanced vision in blind and visually impaired individuals",2017,"Circd Work. Pap. Soc …","researchgate.net","https://www.researchgate.net/profile/Brian-L-Due/publication/324772039_Technology_Enhanced_Vision_in_Blind_and_Visually_Impaired_Individuals/links/6268e2911b747d19c2ab9b3d/Technology-Enhanced-Vision-in-Blind-and-Visually-Impaired-Individuals.pdf","https://scholar.google.com/scholar?cites=12684088670061647224&as_sdt=2005&sciodt=2007&hl=en",189,"2024-09-18 20:22:10","PDF","","","",,,,,13,1.86,3,4,7,"… data on how blind people navigate in urban environments, … of computer vision technology for blind and visually impaired … blind participants using a white cane and sometime a guide dog…","https://www.researchgate.net/profile/Brian-L-Due/publication/324772039_Technology_Enhanced_Vision_in_Blind_and_Visually_Impaired_Individuals/links/6268e2911b747d19c2ab9b3d/Technology-Enhanced-Vision-in-Blind-and-Visually-Impaired-Individuals.pdf","https://scholar.google.com/scholar?q=related:eNWUNnHvBrAJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
36,"M Mukhiddinov, SY Kim","A systematic literature review on the automatic creation of tactile graphics for the blind and visually impaired",2021,"Processes","mdpi.com","https://www.mdpi.com/2227-9717/9/10/1726","https://scholar.google.com/scholar?cites=13753094001678631871&as_sdt=2005&sciodt=2007&hl=en",190,"2024-09-18 20:22:10","HTML","","","",,,,,36,12.00,18,2,3,"… using conventional computer vision and artificial intelligence … students, although it is an ability that requires guidance and … designers (4), orientation and mobility (O&M) specialists, and …","https://www.mdpi.com/2227-9717/9/10/1726","https://scholar.google.com/scholar?q=related:v0OcpCDO3L4J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
2,"Y Hao, F Yang, H Huang, S Yuan, S Rangan…","A Multi-Modal Foundation Model to Assist People with Blindness and Low Vision in Environmental Interaction",2024,"Journal of …","mdpi.com","https://www.mdpi.com/2313-433X/10/5/103","https://scholar.google.com/scholar?cites=4048505202097526404&as_sdt=2005&sciodt=2007&hl=en",191,"2024-09-18 20:22:10","","","","",,,,,2,2.00,0,6,1,"… its guidance ability for blind and visually impaired individuals. … audio instructions and guidance for navigation in both indoor … of vision language models with deep learning techniques for …","https://www.mdpi.com/2313-433X/10/5/103/pdf","https://scholar.google.com/scholar?q=related:hBZYCgguLzgJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
36,"K Potdar, CD Pai, S Akolkar","A convolutional neural network based live object recognition system as blind aid",2018,"arXiv preprint arXiv:1811.10399","arxiv.org","https://arxiv.org/abs/1811.10399","https://scholar.google.com/scholar?cites=12590111955701538353&as_sdt=2005&sciodt=2007&hl=en",192,"2024-09-18 20:22:10","","","","",,,,,36,6.00,12,3,6,"… impaired. With advancements in technology, new tools are being developed which assist the visually impaired not only with mobility, but … with Machine Learning to help blind persons …","https://arxiv.org/pdf/1811.10399","https://scholar.google.com/scholar?q=related:MR79UR4Qua4J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"M Bakali El Mohamadi, A Anouzla, N Zrira…","A Systematic Review on Blind and Visually Impaired Navigation Systems",2023,"… on Intelligent System …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-47672-3_17","",193,"2024-09-18 20:22:10","","10.1007/978-3-031-47672-3_17","","",,,,,0,0.00,0,4,1,"… proposed throughout the years to assist visually impaired people with navigating. However, … [9] proposed a deep learning-based method for improving visually impaired people’s …","","https://scholar.google.com/scholar?q=related:40Oib76LgskJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
3,"B Shah, S Shah, P Shah, A Shah","Survey on Object Detection, Distance Estimation and Navigation Systems for Blind People",2020,"Machine Learning for Predictive …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-7106-0_46","https://scholar.google.com/scholar?cites=328946606775932517&as_sdt=2005&sciodt=2007&hl=en",194,"2024-09-18 20:22:10","","10.1007/978-981-15-7106-0_46","","",,,,,3,0.75,1,4,4,"… Virtual blind road is built by a sighted person wearing the proposed navigation device. To … is based on ultrasonic navigation to guide the visually impaired and blind to walk easily with …","","https://scholar.google.com/scholar?q=related:ZRbzLjKnkAQJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
23,"AT Noman, MAM Chowdhury, H Rashid…","Design and implementation of microcontroller based assistive robot for person with blind autism and visual impairment",2017,"… of computer and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8281806/","https://scholar.google.com/scholar?cites=11574896125504784864&as_sdt=2005&sciodt=2007&hl=en",195,"2024-09-18 20:22:10","","","","",,,,,23,3.29,6,4,7,"… The intention of this project is to assist blind peoples to navigate … blind or visually impaired travelers to navigate safely and quickly among obstacles and other hazards faced by blind …","https://www.researchgate.net/profile/Humayun-Rashid/publication/323059359_Design_and_implementation_of_microcontroller_based_assistive_robot_for_person_with_blind_autism_and_visual_impairment/links/5a8069b10f7e9be137c8f145/Design-and-implementation-of-microcontroller-based-assistive-robot-for-person-with-blind-autism-and-visual-impairment.pdf","https://scholar.google.com/scholar?q=related:4AnCILNKoqAJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
